-135.60219	16.908891	1.316238	0.094263	0.009549	-0.691691	0.71598
-136.036128	16.955169	1.230327	0.077019	0.012846	-0.700518	0.709449
-135.24884	16.903781	1.210291	0.090837	0.051626	-0.693278	0.713181
-134.633029	16.951298	1.372581	0.102802	0.063278	-0.71124	0.692514
-133.744688	16.743256	1.288751	0.137084	0.089986	-0.688906	0.706101
-133.250648	16.779918	1.408702	0.157703	0.097007	-0.686487	0.703175
-132.775287	16.728525	1.160403	0.153581	0.088471	-0.695989	0.695845
-132.394877	16.614356	1.364178	0.152	0.10779	-0.700005	0.689388
-131.867257	16.621169	1.375183	0.157342	0.109267	-0.690293	0.697751
-136.390686	16.877895	1.288388	0.063229	-0.023771	-0.69359	0.717284
-131.531908	16.537978	1.308909	0.168277	0.125976	-0.702805	0.679606
-130.491135	16.574278	1.083308	0.156649	0.124544	-0.665703	0.718923
-131.009605	16.533065	1.401942	0.196313	0.114598	-0.69681	0.680265
-129.549206	16.561606	1.32541	0.16618	0.101316	-0.657459	0.727941
-129.147888	16.488035	1.301594	0.19486	0.121604	-0.66537	0.710311
-128.650386	16.457771	1.404328	0.1799	0.143799	-0.676264	0.699744
-130.04906	16.592044	1.259332	0.136837	0.134433	-0.686352	0.701559
-134.067379	16.728292	1.099377	0.131823	0.055768	-0.696709	0.70294
-136.972575	16.907726	1.288998	0.060457	-0.025103	-0.687433	0.723419
-136.370014	16.721956	1.117242	0.11493	0.099441	0.669351	-0.727277
-136.808226	16.840983	1.249159	0.115721	0.106373	0.676031	-0.719935
-137.214996	16.942241	1.250989	0.122268	0.118129	0.677478	-0.715623
-137.83553	16.904772	1.256702	0.080026	0.10874	0.681064	-0.719728
-137.612946	17.006575	1.086427	0.00706	0.099679	0.672409	-0.749666
-137.969643	17.023066	1.184361	0.063525	0.090562	0.645586	-0.755706
-137.586728	16.869624	1.114547	0.105863	0.107909	0.670661	-0.726272
-138.24913	16.98807	1.196271	0.080411	0.113942	0.644721	-0.751614
-135.392049	16.601083	1.230378	0.169092	0.111182	0.656298	-0.726868
-135.823794	16.706244	1.146486	0.135787	0.12245	0.648673	-0.738819
-134.854921	16.438191	1.309996	0.187338	0.131114	0.643725	-0.73031
-134.488997	16.462114	1.234841	0.226721	0.145268	0.627669	-0.730429
-133.5653	16.197352	1.241855	0.235172	0.161824	0.629208	-0.722915
-133.992736	16.147881	1.358734	0.233824	0.194778	0.634526	-0.710464
-133.152607	15.968421	1.190776	0.232969	0.178216	0.625251	-0.723215
-132.681358	15.537625	1.244022	0.253172	0.16718	0.627629	-0.71697
-132.286279	15.45663	1.136705	0.273306	0.139915	0.612896	-0.728075
-131.900163	15.163474	1.161159	0.265476	0.147888	0.629539	-0.715085
-131.495404	14.93326	1.233208	0.29718	0.173362	0.618054	-0.706852
-131.166907	14.769123	1.193368	0.27634	0.165112	0.632759	-0.704273
-130.6834	14.498053	1.199346	0.284644	0.168088	0.623404	-0.70859
-138.195542	17.016873	1.319561	0.118272	0.136624	0.677083	-0.713442
-129.968493	14.022996	1.127319	0.330404	0.208154	0.611725	-0.687969
-129.520395	13.84785	1.050937	0.354185	0.249189	0.590012	-0.681429
-129.114416	13.678657	1.046107	0.364612	0.264667	0.578153	-0.68026
-128.774443	13.366874	1.159342	0.370272	0.275413	0.589909	-0.662612
-128.376049	13.13626	1.034194	0.387305	0.28497	0.582295	-0.655532
-130.3718	14.322522	0.840676	0.31004	0.205478	0.585537	-0.72028
-128.059081	12.847623	1.088044	0.389579	0.27246	0.604424	-0.639272
-127.799256	12.51953	1.073504	0.426565	0.330117	0.574564	-0.615586
-127.469837	12.186482	1.136247	0.452108	0.30202	0.580695	-0.605954
-127.153485	11.843003	1.152426	0.425854	0.313836	0.596448	-0.603659
-126.858644	11.490064	1.097305	0.431085	0.328621	0.577594	-0.61038
-137.497299	17.02774	1.135741	0.028248	-0.061974	-0.687289	0.724306
-126.605407	11.064344	1.176255	0.433429	0.321864	0.583418	-0.606769
-126.394306	10.661484	1.15619	0.433471	0.333911	0.589769	-0.593955
-126.174704	10.328025	1.053455	0.441849	0.342595	0.56038	-0.611046
-126.09925	9.888858	1.15349	0.47373	0.362187	0.560512	-0.574655
-127.165998	16.423646	1.207496	0.140351	0.144967	-0.689484	0.69567
-126.843762	16.352372	1.221267	0.148233	0.132501	-0.687746	0.698246
-127.727734	16.323123	1.176597	0.193878	0.15336	-0.684518	0.685831
-126.389186	16.418292	1.407053	0.181459	0.15094	-0.688579	0.685698
-125.858927	16.513408	1.349228	0.196277	0.149876	-0.67271	0.697494
-125.528638	16.243017	1.368911	0.218237	0.177738	-0.692798	0.663948
-126.043192	9.376822	1.148527	0.483944	0.376495	0.543645	-0.573154
-124.744944	16.179727	1.360368	0.291575	0.2471	-0.653628	0.653224
-125.125019	16.192046	1.624091	0.25449	0.201018	-0.678906	0.65873
-125.733318	9.128379	1.153552	0.487075	0.38524	0.545157	-0.563166
-125.402516	13.596456	1.048198	0.349432	0.341386	-0.608171	0.625691
-126.013135	12.902129	1.070068	0.321873	0.302344	-0.620593	0.647963
-126.443196	12.699906	1.087763	0.307157	0.319144	-0.626273	0.641552
-125.642161	13.250433	1.098422	0.326311	0.332278	-0.622216	0.629261
-125.021763	13.784979	1.143801	0.329755	0.354551	-0.600991	0.635897
-124.667411	14.206155	1.015914	0.352271	0.349569	-0.608315	0.619407
-124.433417	14.539761	1.081846	0.353987	0.339036	-0.618062	0.614619
-124.40246	16.208208	1.453083	0.332834	0.294708	-0.630641	0.636133
-124.071785	15.378281	1.084775	0.367004	0.350005	-0.611185	0.607673
-124.23978	14.946344	1.141941	0.370381	0.360077	-0.609139	0.601763
-124.095348	15.902308	1.049058	0.388199	0.35315	-0.600905	0.602916
-123.925631	15.508901	1.187676	0.387474	0.356214	-0.603822	0.598649
-124.169665	16.067862	1.434548	0.394173	0.336641	-0.601051	0.60831
-126.772954	12.324122	0.988188	0.280764	0.298462	-0.624827	0.664597
-127.171052	12.163391	1.075925	0.255673	0.257824	-0.637537	0.679494
-127.595226	11.926171	1.19265	0.23161	0.25625	-0.65793	0.669197
-127.974286	11.642626	1.137363	0.237309	0.25725	-0.652712	0.671934
-128.340518	11.454449	1.182538	0.241299	0.258229	-0.655531	0.667374
-128.793053	11.187008	1.213414	0.241459	0.270455	-0.647874	0.669944
-129.177989	10.96482	1.121	0.241359	0.262579	-0.649874	0.671164
-129.541499	10.747597	1.208414	0.243816	0.270768	-0.651279	0.66565
-129.977572	10.600367	1.144884	0.247026	0.25933	-0.648916	0.671293
-130.337481	10.333924	1.177576	0.250199	0.275379	-0.66028	0.652387
-130.654278	10.162405	1.305543	0.265053	0.297869	-0.652966	0.643944
-131.039979	9.990089	1.324567	0.29913	0.360685	-0.62114	0.628191
-131.4388	9.961198	1.137509	0.33939	0.368297	-0.587531	0.635597
-131.709011	9.995332	1.161931	0.319877	0.300949	-0.61337	0.656425
-132.103033	10.203256	1.348276	0.41606	0.341497	-0.594504	0.597362
-156.581978	15.647476	0.915294	0.350108	0.312921	-0.535395	0.702045
-156.550446	16.472723	0.958203	0.35091	0.302963	-0.529292	0.71058
-156.48756	16.667514	0.783519	0.32623	0.28541	-0.540528	0.721085
-156.567897	16.052176	0.850574	0.375602	0.33628	-0.504005	0.701297
-157.057757	14.707698	0.485861	0.319865	0.329494	-0.499868	0.734338
-156.902407	15.316131	0.368206	0.344419	0.322115	-0.501808	0.725126
-157.154557	14.247332	0.925921	0.261441	0.293688	-0.543837	0.741386
